Ticker,Sector,Industry,MarketCap,PE,ForwardPE,PB,PS,PEG,EPS,RevenueGrowth,EarningsGrowth,ROE,ROA,GrossMargin,OperatingMargin,NetMargin,DebtEquity,CurrentRatio,DivYield,Beta,ShortFloat,InstOwnership
HUYA,Communication Services,Entertainment,679541184.0,,17.105074,0.9754371,0.10450621,,-0.07,0.162,,-0.01806,-0.01249,0.13412,-0.03731,-0.01732,0.422,2.838,,0.788,0.0417,0.47556
HVT,Consumer Cyclical,Home Improvement Retail,343287296.0,17.47899,6.933333,1.0904896,0.4522919,,1.19,0.095,0.038,0.064109996,0.02084,0.60672003,0.049790002,0.02599,70.281,1.868,6.25,1.274,0.0388,0.84358
HVT-A,Consumer Cyclical,Home Improvement Retail,382937696.0,19.932772,,1.2435776,0.5045326,,1.19,0.095,0.038,0.064109996,0.02084,0.60672003,0.049790002,0.02599,70.281,1.868,5.14,1.274,0.0045,0.114829995
HXL,Industrials,Aerospace & Defense,6273738752.0,57.525547,25.706512,4.770004,3.312603,,1.37,0.037,8.166,0.07874,0.047030002,0.22958,0.13088,0.05776,81.45,2.264,0.88,1.008,0.088999994,1.17194
HY,Industrials,Farm & Heavy Construction Machinery,520892576.0,,30.0,1.0933274,0.13819346,,-3.4,-0.135,,-0.117589995,0.0039500003,0.16788,-0.017549999,-0.01594,130.422,1.345,4.95,1.545,0.0395,0.57217
HYAC,Financial Services,Shell Companies,333767712.0,38.13333,,-27.90244,,,0.3,,-0.442,,-0.0047299997,0.0,0.0,0.0,,0.02,,-0.019,0.00059999997,1.1361699
HYAC-U,,,,,,,,,,,,,,,,,,,,,,
HYAC-W,,,,,,,,,,,,,,,,,,,,,,
HYBX,,,,,,,,,,,,,,,,,,,7.72,,,
HYI,Financial Services,Asset Management,137237984.0,14.28,,,,,0.75,,,,,0.0,0.0,0.0,,,10.64,,,0.37976003
HYT,Financial Services,Asset Management,1367972608.0,9.21978,,0.8694301,9.168951,,0.91,0.041,-0.176,0.095369995,0.0433,1.0,0.91308,0.97766,28.22,0.089,11.14,0.628,0.0015,0.23004
HYTR,,,,10.558703,,,,,,,,,,,,,,,5.76,,,
HZO,Consumer Cyclical,Specialty Retail,544297408.0,,14.795343,0.5834848,0.23201033,,-2.59,0.078,,-0.058520004,0.01657,0.31587,0.01056,-0.02456,129.657,1.191,,1.649,0.173,0.98759
IAE,Financial Services,Asset Management,77617416.0,6.685185,65.63636,,,,1.08,,,,,0.0,0.0,0.0,,,10.8,,,0.402
IAG,Basic Materials,Gold,9534527488.0,14.096491,7.5137343,2.266253,3.3421648,,1.14,1.316,3.62,0.19153999,0.12287,0.42281,0.51935,0.23289,17.942,1.748,,2.176,,0.72832
IBN,Financial Services,Banks - Regional,95098109952.0,16.611464,14.635735,5.0208893,0.04940925,,1.57,0.03,-0.037,0.16798,0.02142,0.0,0.33972,0.27513,,,0.96,0.177,0.017,0.18697001
IBP,Consumer Cyclical,Residential Construction,6980953088.0,26.679382,20.979935,9.773774,2.3498561,,9.7,-0.004,0.182,0.37507,0.11771,0.33973998,0.14622,0.08934,139.696,3.029,1.28,1.932,0.0809,1.01846
IBTA,Technology,Software - Application,667681920.0,228.5,16.340784,2.4002101,1.9500684,,0.12,-0.1,,0.0095999995,0.00195,0.79247004,-0.01561,0.01044,8.958,1.963,,,0.5482,0.54344004
ICL,Basic Materials,Agricultural Inputs,6363016704.0,27.388887,11.491841,1.0634167,0.88955915,,0.18,0.062,,0.04579,0.03708,0.30561,0.06349,0.031600002,44.21,1.33,3.65,1.012,0.0026,0.38474998
IDA,Utilities,Utilities - Regulated Electric,7437720576.0,23.001698,19.564747,2.0807862,4.102445,,5.89,0.018,0.117,0.09373,0.022349998,0.35424998,0.12873,0.17841999,102.557,0.928,2.57,0.547,0.0987,1.05347
IDE,Financial Services,Asset Management,184907104.0,6.8539324,,,,,1.78,,,,,0.0,0.0,0.0,,,9.84,,0.0021,0.23308
IDT,Communication Services,Telecom Services,1192625536.0,14.633846,12.163683,3.49013,0.945142,,3.25,0.057,0.045,0.26342,0.11246,0.36923,0.08823,0.06489,0.444,1.857,0.53,0.697,0.020299999,0.58905
IFN,Financial Services,Asset Management,457910848.0,,-7.2292995,0.7642068,87.5292,,-0.27,-0.16,,-0.0695,-0.00322,1.0,-1.03292,0.0,,0.444,19.35,0.541,0.0097,0.16781999
IFS,Financial Services,Banks - Regional,5214221824.0,9.658436,8.014943,1.4886615,0.94846386,,4.86,0.011,-0.028,0.16608,0.01997,0.0,0.39692003,0.35152,,,2.13,0.773,0.0066000004,0.23648001
IGA,Financial Services,Asset Management,144822736.0,8.068376,,0.9016236,29.34353,,1.17,0.028,-0.38,0.11292,0.01291,1.0,0.72322,3.64803,,3.162,10.81,0.459,0.0007,0.33598
IGCB,,,,,,,,,,,,,,,,,,,4.56,,,
IGD,Financial Services,Asset Management,451127872.0,8.171429,,0.91961414,30.039888,,0.7,0.046,-0.293,0.113170005,0.01303,1.0,0.73399,3.66715,,2.567,10.49,0.483,0.0011999999,0.29789
IGI,Financial Services,Asset Management,95778544.0,15.98,,,,,1.0,,,,,0.0,0.0,0.0,,,5.33,,0.0004,0.42416
IGR,Financial Services,Asset Management,657075264.0,12.400001,,0.96487325,16.085737,,0.35,-0.153,,0.024330001,0.01799,1.0,0.67377,0.41746,48.001,0.021,16.59,1.389,,0.24515
IH,Consumer Defensive,Education & Training Services,90367112.0,6.0689654,9.263158,0.6299068,0.106433325,,0.29,-0.141,-0.111,0.11151,0.03257,0.67911005,0.081,0.1254,1.198,3.462,,0.137,0.0,0.0056
IHD,Financial Services,Asset Management,112267992.0,6.8064513,,,,,0.93,,,,,0.0,0.0,0.0,,,10.43,,0.0018000001,0.52358
IHG,Consumer Cyclical,Lodging,19329333248.0,26.592592,19.450645,-7.1096935,3.7250593,,4.86,0.027,0.077,,0.14812,0.61746,0.21573,0.14608,,0.976,1.43,1.073,0.0054,0.09915
IHS,Real Estate,Real Estate Services,2754629120.0,5.9492755,41.05,-20.271605,1.5599672,,1.38,-0.091,,,0.083730005,0.50905,0.81373,0.26393998,,1.603,,0.856,0.0019,0.47859
IIF,Financial Services,Asset Management,198037776.0,,,0.74417776,111.00772,,-0.61,0.026,,-0.021949999,-0.00393,1.0,-1.0889801,0.0,,0.042,9.56,0.544,0.00059999997,0.41291
IIIN,Industrials,Metal Fabrication,593723200.0,12.596707,9.565625,1.6545053,0.8758142,,2.43,0.233,6.033,0.13768,0.09017,0.15042,0.05815,0.07012,0.99,3.577,0.39,0.793,0.0358,0.83919996
IIM,Financial Services,Asset Management,587414080.0,,,1.036717,13.257425,,-0.58,0.007,,-0.04478,0.02605,1.0,0.88456,-0.60830003,58.821,2.024,7.41,0.818,0.005,0.18886
IIPR,Real Estate,REIT - Industrial,1452092032.0,13.132316,10.77453,0.8033811,5.459916,,3.93,-0.131,-0.221,0.0625,0.03421,0.88653,0.51277,0.44461,21.303,0.227,14.73,1.499,0.1778,0.71659
IMAX,Communication Services,Entertainment,1981003648.0,58.238094,18.63354,5.85541,4.8292193,,0.63,0.351,-0.869,0.11298,0.06821,0.60169,0.26606,0.08502,67.724,4.352,,0.345,0.1658,0.90306
INFO,,,,22.746265,,,,,,,,,,,,,,,0.35,,,
INFQ,Technology,Software - Infrastructure,1907117824.0,,,-2.1844783,,,-0.14,,,,,0.0,0.0,0.0,,,,,,0.05598
INFQ-W,,,,,,,,,,,,,,,,,,,,,,
INFY,Technology,Information Technology Services,53862608896.0,17.038961,15.461852,5.7493424,2.7138917,,0.77,0.032,-0.053,0.32683,0.15672,0.29354998,0.18023,0.16153999,10.531,1.812,3.93,0.184,0.0388,0.13904001
ING,Financial Services,Banks - Diversified,73592389632.0,10.345678,8.380196,1.1641614,3.0088062,,2.43,1.182,39.777,0.15773,0.00825,0.0,0.62816,0.34032002,,,5.11,0.851,0.0005,0.05864
INGM,Technology,Information Technology Services,5202202624.0,15.920863,6.17863,1.2244785,0.0989835,,1.39,0.115,0.406,0.082150005,0.030769998,0.06687,0.02244,0.00624,86.12,1.333,1.48,,0.1568,0.96528
INGR,Consumer Defensive,Packaged Foods,6934949888.0,9.7638645,9.096652,1.6083689,0.9606525,,11.18,-0.024,0.801,0.18101,0.08474,0.25322,0.13261,0.10098,45.816,2.663,3.0,0.69,0.054899998,0.97497004
INN,Real Estate,REIT - Hotel & Motel,453690528.0,,-8.176471,0.512285,0.6219437,,-0.22,0.012,,-0.00878,0.01343,0.4302,0.05549,-0.00695,111.356,1.064,7.67,1.242,0.1094,0.95655
INR,Energy,Oil & Gas E&P,318444736.0,19.69663,4.581809,0.8871009,0.893426,,0.89,0.694,,0.08607,0.113850005,0.77147,0.70514,0.06663,15.544,1.566,,,0.045100003,0.92191005
INSP,Healthcare,Medical Devices,1560911616.0,10.985685,19.981031,1.9653898,1.7115616,,4.89,0.122,3.084,0.19774,0.03712,0.85392,0.17136998,0.15946001,4.116,6.076,,0.782,0.1785,1.2092
INSW,Energy,Oil & Gas Midstream,3348716032.0,10.8748,15.365912,1.6567627,3.970957,,6.23,0.376,2.544,0.15956001,0.07111,0.61687,0.48089,0.36673,28.522,3.712,6.46,-0.261,0.0416,0.78209
INVX,Energy,Oil & Gas Equipment & Services,1646214144.0,20.008333,13.806786,1.5680512,1.6828136,,1.2,0.091,-0.568,0.08264,0.05766,0.31002,0.115559995,0.08515,7.496,4.914,,,0.0804,0.96828
IONQ,Technology,Computer Hardware,11471424512.0,,-34.21015,2.9773834,88.230865,,-1.82,4.285,,-0.24400999,-0.10422,0.42062,-3.45663,0.0,0.787,15.504,,2.728,0.2369,0.5374
IONQ-W,,,,,,,,,,,,,,,,,,,,,,
IOT,Technology,Software - Infrastructure,19239131136.0,,39.07162,13.544562,11.886022,,-0.02,0.283,,-0.00732,-0.014400001,0.76798,0.020299999,-0.00563,5.123,1.643,,1.598,0.094799995,0.94144
IPB,,,,,,,,,,,,,,,,,,,,,,
IPI,Basic Materials,Agricultural Inputs,519651936.0,45.6,62.210094,1.0357267,2.184917,,0.85,0.339,,0.02316,0.02017,0.24915001,0.13144,0.047030002,1.08,4.382,,1.525,0.0324,0.60078996
IQI,Financial Services,Asset Management,518790048.0,,,1.00051,12.722718,,-0.52,0.01,,-0.05021,0.02649,1.0,0.88391995,-0.68023,55.179,2.43,7.72,0.773,0.0016,0.23201999
IRAB,,,282909856.0,,,-1968.0001,,,,,,,,,,,,,,,,
IRAB-U,,,,,,,,,,,,,,,,,,,,,,
IRAB-W,,,,,,,,,,,,,,,,,,,,,,
IRS,Real Estate,Real Estate Services,1117687424.0,3.197183,24.96792,7.724795,0.0022895972,,4.26,-0.024,-0.276,0.31178,0.038680002,0.61626,0.54974,0.98941004,50.658,1.49,17.61,0.209,0.0023,0.18357
IRS-W,,,,,,,,,,,,,,,,,,,,,,
IRT,Real Estate,REIT - Residential,3705225984.0,63.0,63.0,1.0350493,5.540426,,0.24,0.036,,0.01611,0.0136899995,0.61095,0.22378,0.08457,63.657,0.28,4.5,0.99,0.060300004,1.02705
ISD,Financial Services,Asset Management,428184800.0,9.31884,,,,,1.38,,,,,0.0,0.0,0.0,,,9.8,,,0.4396
ITGR,Healthcare,Medical Devices,2946731520.0,29.100344,11.639945,1.6537539,1.5897026,,2.89,0.05,0.529,0.061100002,0.04749,0.2739,0.12794,0.05546,75.445,3.319,,0.738,0.1466,1.1075599
ITT,Industrials,Specialty Industrial Machinery,15718650880.0,29.94918,22.014902,3.8422227,3.9910247,,6.1,0.135,0.061,0.14291,0.08128,0.35354,0.18852,0.123909995,21.196,2.584,0.85,1.327,0.0444,0.93733
ITUB,Financial Services,Banks - Regional,86406750208.0,10.181819,8.238756,2.2078848,0.6218684,,0.77,0.11,0.028,0.21014,0.01549,0.0,0.37305,0.32284,,,1.34,0.215,0.0038,0.33341998
IVR,Real Estate,REIT - Mortgage,650163968.0,5.7878785,3.222106,0.86818177,5.4252667,,1.32,5.577,,0.13254,0.016649999,1.0,0.91857004,0.84512,704.57,0.035,18.85,1.715,0.1033,0.41207
IVT,Real Estate,REIT - Retail,2376819712.0,21.542253,235.30771,1.3245292,7.9447393,,1.42,0.086,-0.747,0.0627,0.011849999,0.71808,0.14403,0.37243,46.172,1.094,3.15,-6.866,0.0252,0.8039
IX,Financial Services,Financial Conglomerates,32376066048.0,11.295019,2.5110734,1.1332085,0.01034628,,2.61,0.125,0.366,0.106850006,0.022939999,0.42415002,0.19553,0.15005,142.118,4.385,3.4,0.527,0.0007,0.02485
JACS,Financial Services,Shell Companies,311286816.0,,,1502.8572,,,,,,18.039759,-0.00149,0.0,0.0,0.0,89.705,1.535,,,0.0001,1.0214801
JACS-R,,,,,,,,,,,,,,,,,,,,,,
JACS-U,,,,,,,,,,,,,,,,,,,,,,
JAN,,,,,,,,,,,,,,,,,,,,,,
JBGS,Real Estate,REIT - Office,921196800.0,,-9.121951,0.76930994,1.8521061,,-2.09,-0.03,,-0.08615,-0.0004,0.49501,0.00458,-0.27959,153.133,0.975,4.68,1.138,0.4106,0.96622
JBI,Industrials,Building Products & Equipment,729005440.0,13.815789,7.5268817,1.2733446,0.82448024,,0.38,-0.02,22.381,0.0986,0.05549,0.38792,0.10031,0.060850002,108.803,3.536,,1.51,0.0365,1.03852
JBK,,,,,,,,,,,,,,,,,,,,,,
JBND,,,,,,,,,,,,,,,,,,,4.28,,,
JBS,Consumer Defensive,Packaged Foods,15804079104.0,13.834951,8.613637,1.8129771,0.18781221,,1.03,0.134,-0.162,0.24154,0.0672,0.13781,0.054759998,0.02447,249.313,1.602,4.73,,0.0515,0.1983
JBTM,Industrials,Specialty Industrial Machinery,6601739776.0,,13.6339245,1.4787215,1.7381232,,-0.97,1.156,,-0.01654,0.02005,0.35143003,0.09167,-0.013300001,44.14,0.976,0.31,1.014,0.0535,1.01748
JCE,Financial Services,Asset Management,247558992.0,6.6484017,,,,,2.19,,,,,0.0,0.0,0.0,,,9.34,,0.0008,0.31535
JEF,Financial Services,Capital Markets,7875703296.0,13.378948,8.223575,0.7438549,1.072436,,2.85,0.057,-0.093,0.06579,0.00978,0.81424004,0.12239,0.09675,352.59,1.43,4.2,1.501,0.0274,0.68685997
JELD,Industrials,Building Products & Equipment,107018376.0,,-7.658576,1.1492122,0.033326797,,-7.3,-0.105,,-1.7472099,-0.00694,0.15841,0.01368,-0.19344999,1480.948,1.759,,1.799,0.087,0.96237
JENA,,,295834752.0,,,-23.525347,,,,,,,,,,,,,,,,
JENA-R,,,,,,,,,,,,,,,,,,,,,,
JENA-U,,,,,,,,,,,,,,,,,,,,,,
JFR,Financial Services,Asset Management,1195987968.0,13.267857,,0.84192634,6.880619,,0.56,-0.073,-0.456,0.078049995,0.04381,1.0,0.87427,0.59822,36.608,0.344,12.6,0.416,0.001,0.37138
JGH,Financial Services,Asset Management,285547904.0,7.4846625,,,,,1.63,,,,,0.0,0.0,0.0,,,10.18,,0.0031,0.53372
JHG,Financial Services,Asset Management,7770033152.0,9.642447,10.391831,1.5205789,2.5086472,,5.23,0.613,2.446,0.16203,0.08073,0.65912,0.42668,0.26342,8.248,4.18,3.17,1.518,0.026199998,0.92364
JHI,Financial Services,Asset Management,112280000.0,11.068966,,0.86517084,7.3776207,,1.16,0.055,0.198,0.07772,0.03877,1.0,0.911,0.66362,66.961,0.046,9.68,0.733,0.0029,0.34206
JHS,Financial Services,Asset Management,126598376.0,11.442105,,0.87316245,10.099622,,0.95,0.026,0.064,0.0775,0.029000001,1.0,0.87341005,0.8844,62.971,0.079,5.58,0.535,,0.65616
JHX,Basic Materials,Building Materials,10999894016.0,79.0,14.8426485,1.7187924,2.4980454,,0.24,0.301,-0.641,0.02803,0.047670003,0.35859,0.14671999,0.02705,76.199,1.543,,0.876,,0.40155998
JILL,Consumer Cyclical,Apparel Retail,227502144.0,6.8532104,5.4208994,1.7498243,0.3785513,,2.18,-0.005,-0.25,0.28979,0.08241,0.69417,0.09912,0.056009997,173.69,1.15,2.14,0.647,0.066199996,0.92877996
JKS,Technology,Solar,1208667136.0,,59.541985,0.49356282,0.017608378,,-9.56,-0.341,,-0.16633,-0.03313,0.03125,-0.05256,-0.049850002,138.28,1.297,5.56,0.564,0.0639,0.13919
JLL,Real Estate,Real Estate Services,13865782272.0,17.925564,11.825778,1.8383296,0.5309387,,16.39,0.117,0.681,0.10913,0.04243,0.5112,0.06959,0.03033,34.42,1.107,,1.435,0.0187,0.95842004
JLS,Financial Services,Asset Management,98853096.0,9.352331,,,,,1.93,,,,,0.0,0.0,0.0,,,10.2,,0.0032,0.48310003
JMIA,Consumer Cyclical,Internet Retail,845913344.0,,-20.088234,32.21698,4.4773903,,-0.5,0.344,,-1.09873,-0.24264,0.53872,-0.17312999,-0.32579,45.551,1.139,,2.524,0.0361,0.25945
JMM,Financial Services,Asset Management,54692384.0,12.041667,,0.87324375,11.4712305,,0.48,0.02,0.141,,,1.0,0.80364996,1.00358,41.707,0.12,6.02,0.387,0.0011,0.72980005
JOBY,Industrials,Airports & Air Services,9039254528.0,,-15.169443,5.989617,169.19522,,-1.13,559.655,,-0.80087,-0.29997998,0.45104,-6.8937597,0.0,3.14,24.085,,2.659,0.103,0.35432997
JOBY-W,,,,,,,,,,,,,,,,,,,,,,
JOE,Real Estate,Real Estate - Diversified,3673707008.0,31.969849,578.36365,4.777352,7.1577897,,1.99,0.235,0.594,0.15325,0.05979,0.43053,0.30604,0.22529,73.843,4.089,1.01,1.363,0.026300002,0.88048
JOF,Financial Services,Asset Management,296372544.0,4.340249,,1.1060591,36.37634,,2.41,0.423,,0.02834,0.010650001,1.0,0.60345,0.93434,,1.344,10.18,0.423,,0.77914
JPC,Financial Services,Asset Management,2773571072.0,9.961539,,0.9699164,10.324267,,0.78,2.285,,0.097440004,0.03441,1.0,0.86230004,0.93924004,44.682,0.2,9.65,0.705,0.0084,0.17715
JQC,Financial Services,Asset Management,718389056.0,12.150001,,0.8580509,6.696655,,0.4,-0.098,-0.465,0.07811,0.04279,1.0,0.86078,0.59647,59.059,0.043,12.22,0.424,0.0008,0.34165
JRI,Financial Services,Asset Management,326076192.0,5.8557215,,,,,2.01,,,,,0.0,0.0,0.0,,,13.61,,0.105900005,0.18464
JRS,Financial Services,Asset Management,209759360.0,14.235295,,0.8841797,15.390602,,0.51,0.281,-0.757,-0.0173,0.01779,1.0,0.74439,-0.31636998,45.111,0.07,9.37,1.235,0.0002,0.22811002
JXN,Financial Services,Insurance - Life,7283768832.0,,3.8204873,0.73103774,1.0777994,,-0.24,7.188,,0.00709,0.0011999999,0.51243,0.23579,0.004,55.115,1.657,3.49,1.471,0.055,0.96819
KAI,Industrials,Specialty Industrial Machinery,3494266368.0,34.265896,22.743141,3.566272,3.320763,,8.65,0.109,-0.001,0.11214,0.06545,0.45354,0.14912,0.09691,41.952,2.375,0.47,1.214,0.2058,1.14975
KB,Financial Services,Banks - Regional,36174876672.0,9.919961,8.86687,0.9913322,0.002277393,,10.12,0.318,0.089,0.096820004,0.00751,0.0,0.50023,0.36723,,,2.5,0.729,0.00090000004,0.058379997
KBDC,Financial Services,Asset Management,932234112.0,10.24812,8.724317,,,,1.33,,,,,0.0,0.0,0.0,,,11.74,,0.0105,0.45415002
KBH,Consumer Cyclical,Residential Construction,3231330304.0,8.317073,9.519094,0.82836694,0.5181558,,6.15,-0.153,-0.384,0.10772,0.052699998,0.19568,0.083450004,0.06876,43.908,6.618,1.96,1.446,0.15529999,0.99039
KBR,Industrials,Engineering & Construction,4735443456.0,10.684814,8.695672,3.1373045,0.6081998,,3.49,-0.106,0.524,0.30749,0.053600002,0.14770001,0.07639,0.0533,191.733,1.215,1.77,0.444,0.0373,1.01225
KCAC-U,,,,,,,,,,,,,,,,,,,,,,
KD,Technology,Information Technology Services,2800974080.0,11.628572,5.4100757,2.3111868,0.18521285,,1.05,0.031,-0.719,0.19896999,0.03844,0.21709,0.043530002,0.01653,303.667,0.858,,2.001,0.118599996,0.84172994
KEN,Utilities,Utilities - Independent Power Producers,4381663232.0,,-63.65151,3.118088,5.4545517,,-2.01,0.118,-0.444,0.22208,0.0061799996,0.26942,0.1283,0.59215,46.801,4.66,5.71,0.493,0.0023999999,0.22604
KEP,Utilities,Utilities - Regulated Electric,20530012160.0,3.5852017,2.5783668,0.32093343,0.00021071693,,4.46,0.007,0.303,0.19114,0.03361,0.16978,0.082320005,0.0877,269.566,0.458,0.45,0.803,0.0011999999,0.018099999
KEX,Industrials,Marine Shipping,7074184192.0,20.619274,16.000883,2.076063,2.1028774,,6.33,0.206,,0.10553,0.05372,0.34112,-0.53055,0.105399996,,1.526,,0.859,0.0313,1.03329
KF,Financial Services,Asset Management,194296976.0,2.132326,,1.1016488,93.48059,,21.84,0.08,,0.68151003,0.00013,1.0,-0.33705002,43.72597,,0.618,0.94,1.277,,0.77296996
KFRC,Industrials,Staffing & Employment Services,482173632.0,13.459183,9.657414,3.6532335,0.36280745,,1.96,-0.034,-0.503,0.24944,0.08652,0.27191,0.02577,0.026199998,66.568,1.779,5.95,0.567,0.0829,0.9657
KFS,Consumer Cyclical,Auto & Truck Dealerships,286128512.0,,,18.867926,2.0833893,,-0.43,0.287,,-0.38897,-0.01831,0.81267,-0.02359,-0.07814,226.712,1.131,,0.216,0.0879,0.579
KFY,Industrials,Staffing & Employment Services,3223559680.0,12.253968,10.717105,1.5872526,1.1272193,,5.04,0.073,0.117,0.14303,0.05964,0.24795,0.12174,0.0939,28.115,2.011,3.56,1.332,0.0341,1.00853
KGC,Basic Materials,Gold,32023707648.0,13.610256,7.9579735,3.7129269,4.5416613,,1.95,0.429,2.379,0.31476,0.16712,0.66723,0.49165002,0.33897,8.724,2.35,0.51,1.317,,0.66335
KGS,Energy,Oil & Gas Equipment & Services,4800099328.0,62.80899,22.094862,3.9863083,3.6695201,,0.89,0.075,0.326,0.06322,0.058920003,0.63311,0.31500998,0.06156,216.289,0.837,3.36,1.024,0.1004,1.0765799
KIO,Financial Services,Asset Management,438951104.0,20.207548,,,,,0.53,,,,,0.0,0.0,0.0,,,13.61,,,0.25952998
KKRS,,,,,,,,,,,,,,,,,,,,,,
KKRT,,,,,,,,,,,,,,,,,,,,,,
KLAR,Technology,Software - Infrastructure,4760374784.0,,12.618833,1.8988104,1.3566186,,-0.79,0.384,,-0.1105,0.01768,0.48418,0.20517999,-0.083780006,53.614,23.9,,,0.0975,0.50223
KLC,Consumer Defensive,Education & Training Services,254464976.0,,7.0224724,0.336885,0.09309729,,-0.95,0.064,,-0.13938,0.02658,0.21889,0.05086,-0.041300002,335.201,0.738,,,0.1321,0.92299
KMPB,,,,,,,,,,,,,,,,,,,,,,
KMPR,Financial Services,Insurance - Property & Casualty,1743236096.0,12.965066,5.657803,0.6495865,0.36395517,,2.29,-0.047,,0.04863,0.01181,0.29525998,0.02944,0.02992,56.294,0.46,4.31,1.144,0.0499,0.89546996
KMT,Industrials,Tools & Accessories,2599902720.0,23.86014,13.724362,1.976825,1.2805227,,1.43,0.098,0.913,0.088649996,0.04482,0.31219,0.10228,0.0543,47.464,2.552,2.34,1.461,0.0733,1.04542
KMX,Consumer Cyclical,Auto & Truck Dealerships,6146933248.0,13.72459,16.398388,0.9874738,0.22084108,,3.05,-0.067,-0.472,0.07459,0.01721,0.123859994,0.01832,0.016449999,297.523,1.993,,1.329,0.12189999,1.07744
KN,Technology,Electronic Components,2069817984.0,41.72414,16.16923,2.6479921,3.4892414,,0.58,0.138,0.135,0.06646,0.045289997,0.44201002,0.16523,0.07451,17.389,2.752,,1.504,0.0385,1.03087
KNF,Basic Materials,Building Materials,4584131072.0,29.311594,20.082766,2.7936049,1.4571245,,2.76,0.149,0.361,0.10078,0.05673,0.18351,0.08364,0.04993,74.233,2.542,,0.447,0.0709,0.95624
KNOP,Energy,Oil & Gas Midstream,319680512.0,6.777777,7.2332015,0.58209807,0.90634996,,1.35,0.27,,0.08636,0.03885,0.64366996,0.31655002,0.14957,155.831,0.278,1.14,-0.163,0.0070999996,0.33128
KNSL,Financial Services,Insurance - Property & Casualty,7635289088.0,15.152816,14.781231,3.8766637,4.0743556,,21.66,0.173,0.278,0.29253,0.07376,0.28129,0.36792,0.26874,11.451,0.186,0.3,1.04,0.1094,0.91839
KNTK,Energy,Oil & Gas Midstream,2963422976.0,17.444866,21.75645,-5.2000456,1.6795746,,2.63,0.116,485.801,0.17799999,0.017239999,0.40367,0.16188999,0.29808,131.918,0.686,6.87,0.95,0.17729999,1.08846
KNX,Industrials,Trucking,8654048256.0,129.95122,18.017164,1.2212621,1.1585554,,0.41,-0.004,,0.00923,0.01285,0.24159001,0.03454,0.00883,37.868,0.861,1.5,1.103,0.0547,1.05123
KODK,Industrials,Specialty Business Services,763425024.0,,,1.2420685,0.71414876,,-1.78,0.09,,-0.16284999,0.05252,0.21796,0.29655,-0.11974,35.063,3.138,,1.53,0.0743,0.38162997
KOF,Consumer Defensive,Beverages - Non-Alcoholic,19878076416.0,14.900788,10.519669,2.4352622,0.068134874,,6.35,0.024,0.03,0.16427,0.078439996,0.45648,0.13403,0.08173,55.517,1.117,4.22,0.479,,0.39417
KOP,Basic Materials,Specialty Chemicals,689341376.0,12.810219,7.379112,1.1897094,0.36680752,,2.74,-0.093,,0.10533,0.0791,0.23828,0.105620004,0.0298,178.617,2.945,1.03,1.349,0.0757,1.00948
KORE,Communication Services,Telecom Services,157833696.0,,-7.9469023,-1.0793269,0.55301076,,-3.58,-0.003,,,-0.03479,0.55271,-0.06126,-0.24506001,,1.189,,1.64,0.0153,0.53413
KOS,Energy,Oil & Gas E&P,1684545664.0,,-56.8,2.5701356,1.3064064,,-1.47,-0.258,,-0.80946,-0.052410003,0.45023,-1.08261,-0.5427,579.84,0.748,,0.779,0.1166,0.65177
KRC,Real Estate,REIT - Office,3375428864.0,12.159483,51.29744,0.61601955,3.033638,,2.32,-0.05,-0.79,0.05382,0.017819999,0.66415,0.23244,0.24816,83.67,0.79,7.66,1.114,0.16700001,1.30719
KREF,Real Estate,REIT - Mortgage,410078624.0,,8.394737,0.48071128,25.882267,,-1.05,,,-0.03848,-0.0078799995,-0.62049,2.4628599,-2.9696398,383.082,14.478,15.67,0.934,0.1272,0.82558995
KRG,Real Estate,REIT - Retail,5445346816.0,17.956205,45.137615,1.6725591,6.4490438,,1.37,-0.038,7.475,0.092530005,0.017719999,0.73869,0.23225,0.35371,96.837,1.181,4.72,0.871,0.10479999,1.06751
KRMN,Industrials,Aerospace & Defense,13150202880.0,1242.25,151.517,35.62007,30.707117,,0.08,0.417,1.244,0.04025,0.04824,0.39964,0.17909999,0.02647,131.037,2.859,,,0.1472,0.85782
